onset	duration	stimulus
0.0	1.975	
1.975	14.0	six
15.975	14.0	three
29.975	14.0	wife
43.975	14.0	wife
57.975	14.0	four
71.975	14.0	three
85.975	14.0	child
99.975	14.0	four
113.975	14.009	wife
127.984	13.991	ten
141.975	14.0	six
155.975	14.0	father
169.975	14.0	father
183.975	14.0	father
197.975	14.0	three
211.975	14.0	three
225.975	14.0	daughter
239.975	14.0	child
253.975	14.0	child
267.975	14.0	six
281.975	14.0	three
295.975	14.0	daughter
309.975	14.0	ten
323.975	14.0	child
337.975	14.0	four
351.975	14.0	father
365.975	14.0	father
379.975	14.0	wife
393.975	14.0	child
407.975	14.0	daughter
421.975	14.0	four
435.975	14.0	four
449.975	14.0	child
463.975	14.0	ten
477.975	14.0	three
491.975	14.0	wife
505.975	14.0	four
519.975	14.0	six
533.975	14.0	three
547.975	14.0	four
561.975	14.0	ten
575.975	14.0	daughter
589.975	14.0	daughter
603.975	14.0	father
617.975	14.0	child
631.975	14.0	father
645.975	14.0	three
659.975	14.0	child
673.975	14.0	four
687.975	14.0	ten
701.975	14.0	daughter
715.975	14.0	wife
729.975	14.0	daughter
743.975	14.0	child
757.975	14.0	six
771.975	14.0	daughter
785.975	14.0	child
799.975	14.0	ten
813.975	14.0	father
827.975	14.0	wife
841.975	14.0	six
855.975	14.0	ten
869.975	14.0	ten
883.975	14.0	six
897.975	14.0	father
911.975	14.0	child
925.975	14.0	six
939.975	14.0	daughter
953.975	14.0	three
967.975	14.0	ten
981.975	14.0	daughter
995.975	14.0	father
1009.975	14.0	six
1023.975	14.0	three
1037.975	14.0	daughter
1051.975	14.0	daughter
1065.975	14.0	daughter
1079.975	14.0	three
1093.975	14.0	ten
1107.975	14.0	father
1121.975	14.0	three
1135.975	14.0	ten
1149.975	14.0	six
1163.975	14.0	father
1177.975	14.0	three
1191.975	14.0	wife
1205.975	14.0	wife
1219.975	14.0	wife
1233.975	14.0	three
1247.975	14.0	three
1261.975	14.0	daughter
1275.975	14.0	four
1289.975	14.0	father
1303.975	14.0	wife
1317.975	14.0	father
1331.975	14.0	child
1345.975	14.0	six
1359.975	14.0	ten
1373.975	14.0	four
1387.975	14.0	father
1401.975	14.0	four
1415.975	14.0	six
1429.975	14.0	ten
1443.975	14.0	six
1457.975	14.0	father
1471.975	14.0	wife
1485.975	14.0	ten
1499.975	14.0	daughter
1513.975	14.0	child
1527.975	14.0	three
1541.975	14.0	four
1555.975	14.0	child
1569.975	14.0	six
1583.975	14.0	wife
1597.975	14.0	three
1611.975	14.0	four
1625.975	14.0	daughter
1639.975	14.0	six
1653.975	14.0	ten
1667.975	14.0	daughter
1681.975	14.0	daughter
1695.975	14.0	wife
1709.975	14.0	six
1723.975	14.0	ten
1737.975	14.0	three
1751.975	14.0	ten
1765.975	14.0	four
1779.975	14.0	ten
1793.975	14.0	four
1807.975	14.0	wife
1821.975	14.0	three
1835.975	14.0	ten
1849.975	14.0	six
1863.975	14.0	six
1877.975	14.0	daughter
1891.975	14.0	daughter
1905.975	14.0	wife
1919.975	14.0	wife
1933.975	14.0	four
1947.975	14.0	wife
1961.975	14.0	father
1975.975	14.0	four
1989.975	14.0	father
2003.975	14.0	four
2017.975	14.0	wife
2031.975	14.0	six
2045.975	14.0	child
2059.975	14.0	three
2073.975	14.0	four
2087.975	14.0	six
2101.975	14.0	child
2115.975	14.0	child
2129.975	14.0	wife
2143.975	14.0	child
2157.975	14.0	child
2171.975	14.0	ten
2185.975	14.0	four
2199.975	14.0	father
2213.975	14.0	child
2227.975	14.0	father
